"","id","country","publication_date","source","source_type","headline","headline_mt","m_fr_eco","m_fr_lab","m_fr_wel","m_fr_sec"
"981",981,"UK","2017-10-24","The Guardian","Print","The Guardian view on universities and Brexit: culture wars;
Chris Heaton-Harris's demand to know who was teaching what on the EU ratchets up
the gap in the post-referendum tribal divide","The Guardian view on universities and Brexit: culture wars;
Chris Heaton-Harris's demand to know who was teaching what on the EU ratchets up
the gap in the post-referendum tribal divide",0,0,1,0
"988",988,"UK","2017-03-17","The Guardian","Print","Goa murder: 245 tourists died in four local districts in past 12 years;
Relatives of foreigners whose deaths were classified as natural or accidental
say some cases could be the result of foul play","Goa murder: 245 tourists died in four local districts in past 12 years;
Relatives of foreigners whose deaths were classified as natural or accidental
say some cases could be the result of foul play",0,0,0,0
"992",992,"UK","2016-12-19","The Guardian","Print","Aleppo refugees reach safety after being held at government checkpoint;
Civilian evacuations resume after buses attacked and burned while people left in
freezing conditions with little food and water","Aleppo refugees reach safety after being held at government checkpoint;
Civilian evacuations resume after buses attacked and burned while people left in
freezing conditions with little food and water",0,0,0,0
"994",994,"UK","2017-09-14","telegraph.co.uk","Online","Emma Thompson urges Aung San Suu Kyi to restore peace in Burma","Emma Thompson urges Aung San Suu Kyi to restore peace in Burma",0,0,0,0
"996",996,"UK","2015-09-06","telegraph.co.uk","Online","Police officer who found Syrian toddler: 'I prayed he was still alive';
Sgt Mehmet Ciplak speaks for first time about finding Aylan Kurdi's lifeless
body on beach near Bodrum","Police officer who found Syrian toddler: 'I prayed he was still alive';
Sgt Mehmet Ciplak speaks for first time about finding Aylan Kurdi's lifeless
body on beach near Bodrum",0,0,0,0
"1000",1000,"UK","2014-02-20","The Guardian","Print","UK launches £2m project in Greece to send back migrants","UK launches £2m project in Greece to send back migrants",1,0,0,1
"1001",1001,"UK","2012-06-28","telegraph.co.uk","Online","We make up the law as we go along, admits Britain's new Euro-judge","We make up the law as we go along, admits Britain's new Euro-judge",0,0,0,1
"1002",1002,"UK","2014-01-06","The Daily Telegraph","Print","Robinson: BBC made 'terrible mistake' ignoring immigration concerns","Robinson: BBC made 'terrible mistake' ignoring immigration concerns",0,1,0,0
"1003",1003,"UK","2014-05-13","telegraph.co.uk","Online","British asian Ukip youth leader quits 'racist' and 'terrifying' Ukip;
Sanya-Jeet Thandi, who defended her support of Ukip on Channel Four news, says
the party is now appealing to 'stupidity of ignorant anti-immigrant voters for
electoral gain'","British asian Ukip youth leader quits 'racist' and 'terrifying' Ukip;
Sanya-Jeet Thandi, who defended her support of Ukip on Channel Four news, says
the party is now appealing to 'stupidity of ignorant anti-immigrant voters for
electoral gain'",0,1,0,0
"1004",1004,"UK","2015-10-14","Daily Mirror","Print","Minister: I'm not revealing refugee stats","Minister: I'm not revealing refugee stats",0,0,0,0
"1005",1005,"UK","2016-03-02","The Guardian","Print","Nato commander: Isis 'spreading like cancer' among refugees;
Philip Breedlove says refugees are 'masking the movement' of terrorists, but
human rights groups disagree: 'We are talking about needles in haystacks'","Nato commander: Isis 'spreading like cancer' among refugees;
Philip Breedlove says refugees are 'masking the movement' of terrorists, but
human rights groups disagree: 'We are talking about needles in haystacks'",1,0,0,1
"1008",1008,"UK","2003-09-30","Daily Mirror","Print","LIFE JAIL FOR REFUGEE: KILLED BY DAD FOR BEING TOO WESTERN","LIFE JAIL FOR REFUGEE: KILLED BY DAD FOR BEING TOO WESTERN",0,1,0,1
"1009",1009,"UK","2016-05-25","The Guardian","Print","Barnaby Joyce links live export ban to increase in asylum seeker boats;
Deputy PM uses regional leaders' debate to suggest Indonesian government allowed
people smuggling after Gillard government banned export of live cattle","Barnaby Joyce links live export ban to increase in asylum seeker boats;
Deputy PM uses regional leaders' debate to suggest Indonesian government allowed
people smuggling after Gillard government banned export of live cattle",0,0,0,0
"1012",1012,"UK","2012-09-04","The Guardian","Print","G2: Women: What should Cameron do?: Can a cabinet reshuffle improve this
government's 'scandalous' record on women? Jane Martinson asks leading feminist
thinkers","G2: Women: What should Cameron do?: Can a cabinet reshuffle improve this
government's 'scandalous' record on women? Jane Martinson asks leading feminist
thinkers",0,0,0,0
"1013",1013,"UK","2005-08-02","Daily Mirror","Print","WAR ON BRITAIN: DEAL ON SECURITY","WAR ON BRITAIN: DEAL ON SECURITY",0,0,0,1
"1014",1014,"UK","2015-08-30","The Guardian","Print","We deride them as 'migrants'. Why not call them people?;
The term is badly tarnished after years of abuse by those who seek to strip
refugees of their humanity","We deride them as 'migrants'. Why not call them people?;
The term is badly tarnished after years of abuse by those who seek to strip
refugees of their humanity",0,1,1,1
"1020",1020,"UK","2013-09-25","Metro","Print","£720k seized from woman who used illegal workers","£720k seized from woman who used illegal workers",0,1,0,1
"1021",1021,"UK","2016-12-05","Metro","Print","Boris: Brexit WILL give us large sums back for NHS","Boris: Brexit WILL give us large sums back for NHS",1,0,1,0
"1022",1022,"UK","2013-08-08","The Guardian","Print","Calls to boycott Winter Olympics over laws 'that treat gays as Hitler did Jews':
Fry attacks Russia in open letter to IOC and Cameron Sochi 2014 Games 'akin to
Berlin Olympics' of 1936","Calls to boycott Winter Olympics over laws 'that treat gays as Hitler did Jews':
Fry attacks Russia in open letter to IOC and Cameron Sochi 2014 Games 'akin to
Berlin Olympics' of 1936",0,0,0,1
"1023",1023,"UK","2013-03-29","telegraph.co.uk","Online","MPs want immigrant ban to save British jobs;
Britain should be able to block immigration from other EU countries during the
current period of high unemployment, according to a group of influential MPs.","MPs want immigrant ban to save British jobs;
Britain should be able to block immigration from other EU countries during the
current period of high unemployment, according to a group of influential MPs.",1,1,1,0
"1029",1029,"UK","2005-04-18","The Daily Telegraph","Print","Land of hope and glory","Land of hope and glory",0,0,1,0
"1031",1031,"UK","2015-08-12","telegraph.co.uk","Online","Greece sends riot police to crisis-hit Aegean island;
For a second day, police on Kos struggled to keep control of hundreds of
refugees penned into an old football stadium, waiting to receive official travel
documents","Greece sends riot police to crisis-hit Aegean island;
For a second day, police on Kos struggled to keep control of hundreds of
refugees penned into an old football stadium, waiting to receive official travel
documents",0,0,0,0
"1038",1038,"UK","2013-04-25","The Daily Telegraph","Print","Immigration count 'could be out by 50pc'","Immigration count 'could be out by 50pc'",0,0,0,0
"1039",1039,"UK","2010-12-16","The Guardian","Print","Reply: Letter: Positive messages from Luton","Reply: Letter: Positive messages from Luton",1,1,1,0
"1040",1040,"UK","2015-08-22","telegraph.co.uk","Online","Migrants clash with police on Macedonia border;
Chaotic scenes as migrants push through a Macedonian police line to reach
Gevgelija, where many take trains to the border with Serbia","Migrants clash with police on Macedonia border;
Chaotic scenes as migrants push through a Macedonian police line to reach
Gevgelija, where many take trains to the border with Serbia",0,0,0,0
"1041",1041,"UK","2011-05-26","The Guardian","Print","Arab uprisings: Tunisians burn and loot UN camp full of Libyan war refugees:
Migrants who escaped fighting are left without shelter as resentment boils over","Arab uprisings: Tunisians burn and loot UN camp full of Libyan war refugees:
Migrants who escaped fighting are left without shelter as resentment boils over",0,0,0,1
"1044",1044,"UK","2007-11-17","The Daily Telegraph","Print","DVD REVIEWS","DVD REVIEWS",0,0,0,0
"1045",1045,"UK","2006-05-27","The Daily Telegraph","Print","Visitors to US face security upgrade airport delays","Visitors to US face security upgrade airport delays",0,0,0,0
"1046",1046,"UK","2015-08-13","telegraph.co.uk","Online","Stuff the countryside - London is the best place on earth to raise a family;
Don't move to the country if you want to raise a well-educated, sober and
streetwise kid","Stuff the countryside - London is the best place on earth to raise a family;
Don't move to the country if you want to raise a well-educated, sober and
streetwise kid",0,1,1,0
"1051",1051,"UK","2016-06-17","The Guardian","Print","Manus refugee allegedly assaulted by guards while having breakdown needs help,
friends say;
Thirty-year-old Iranian refugee was forcibly removed from the detention centre
after being found naked, yelling and distressed","Manus refugee allegedly assaulted by guards while having breakdown needs help,
friends say;
Thirty-year-old Iranian refugee was forcibly removed from the detention centre
after being found naked, yelling and distressed",0,0,1,0
"1054",1054,"UK","2013-04-26","telegraph.co.uk","Online","Ukip criticised over cloud cuckoo views of candidates;
Racism is just ethnic banter, vigilantes should be allowed to kill paedophiles
and Londoners should wear face masks to protect themselves from Eastern
Europeans, some of Ukip's local election candidates have suggested.","Ukip criticised over cloud cuckoo views of candidates;
Racism is just ethnic banter, vigilantes should be allowed to kill paedophiles
and Londoners should wear face masks to protect themselves from Eastern
Europeans, some of Ukip's local election candidates have suggested.",0,0,0,1
"1056",1056,"UK","2017-10-01","mirror.co.uk","Online","Man charged with Edmonton terror attack after knifeman drove into officer is
named;
Abdulahi Hasan Sharif, 30, a Somali refugee, is charged with five counts of
attempted murder after he allegedly stabbed a police officer and ran down
several pedestrians","Man charged with Edmonton terror attack after knifeman drove into officer is
named;
Abdulahi Hasan Sharif, 30, a Somali refugee, is charged with five counts of
attempted murder after he allegedly stabbed a police officer and ran down
several pedestrians",0,0,0,1
"1060",1060,"UK","2017-01-29","telegraph.co.uk","Online","Anger and anxiety at Muslim travel ban as relatives and protesters gather at
airports across the country","Anger and anxiety at Muslim travel ban as relatives and protesters gather at
airports across the country",0,0,0,1
"1064",1064,"UK","2012-03-10","The Guardian","Print","Comment: Far-right fantasy: A weakened fascist rump predicts armed conflict. But
the real danger lies elsewhere in society","Comment: Far-right fantasy: A weakened fascist rump predicts armed conflict. But
the real danger lies elsewhere in society",0,0,0,0
"1065",1065,"UK","2016-01-27","telegraph.co.uk","Online","Brexit would cut net migration to Britain by 100,000 a year, claims new report;","Brexit would cut net migration to Britain by 100,000 a year, claims new report;",0,1,1,0
"1066",1066,"UK","2006-05-20","The Guardian","Print","Saturday Review: Children's fiction: Down, but not out, in Paris: Tales from an
immigrant community are brought to life by a 15-year-old narrator.","Saturday Review: Children's fiction: Down, but not out, in Paris: Tales from an
immigrant community are brought to life by a 15-year-old narrator.",0,1,1,0
"1068",1068,"UK","2014-12-07","Daily Mirror","Print","Top judge quits after race slur in court;
He said woman called Patel 'could only be working in a corner shop'","Top judge quits after race slur in court;
He said woman called Patel 'could only be working in a corner shop'",0,0,0,0
"1069",1069,"UK","2006-09-29","The Daily Telegraph","Print","What do we expect from our judges?","What do we expect from our judges?",0,1,0,1
"1075",1075,"UK","2017-01-12","telegraph.co.uk","Online","The advantages of the European Economic Area are clear","The advantages of the European Economic Area are clear",0,0,0,0
"1076",1076,"UK","2016-06-10","The Daily Telegraph","Print","Ramadan meal row led to fire at refugee shelter;
WORLD BULLETIN","Ramadan meal row led to fire at refugee shelter;
WORLD BULLETIN",0,0,0,1
"1082",1082,"UK","2000-01-16","Daily Mirror","Print","DEAR MICHELLE: READERS' LETTERS: IN BRIEF","DEAR MICHELLE: READERS' LETTERS: IN BRIEF",1,0,0,0
"1084",1084,"UK","2009-07-14","telegraph.co.uk","Online","Why is Britain deporting persecuted Christians?","Why is Britain deporting persecuted Christians?",0,0,0,1
"1088",1088,"UK","2015-09-11","The Guardian","Print","'Now they can stop running': Sweden's sharp rise in child refugees;
Country takes in more lone children relative to its population than any other
European nation, with 12,000 expected this year","'Now they can stop running': Sweden's sharp rise in child refugees;
Country takes in more lone children relative to its population than any other
European nation, with 12,000 expected this year",1,1,1,1
"1091",1091,"UK","2014-01-15","The Guardian","Print","Immigration is good for UK says OBR chief","Immigration is good for UK says OBR chief",1,1,1,0
"1095",1095,"UK","2014-05-29","The Daily Telegraph","Print","SNP expects record level of migrants","SNP expects record level of migrants",1,1,1,0
"1098",1098,"UK","2016-02-19","mirror.co.uk","Online","David Cameron warns EU summit it's suicide to let Britain leave as talks are
mired in delays;
The Prime Minister has spent the morning locked in tough negotiations that will
set the scene for Britain's looming In/Out referendum","David Cameron warns EU summit it's suicide to let Britain leave as talks are
mired in delays;
The Prime Minister has spent the morning locked in tough negotiations that will
set the scene for Britain's looming In/Out referendum",0,0,1,0
"1100",1100,"UK","2014-01-30","telegraph.co.uk","Online","Watch live: MPs debate the Immigration Bill;
Watch live coverage from the House of Commons as MPs debate the Immigration Bill","Watch live: MPs debate the Immigration Bill;
Watch live coverage from the House of Commons as MPs debate the Immigration Bill",0,1,0,1
"1101",1101,"UK","2015-01-15","Daily Mirror","Print","NIGEL IN PUB FIGHT;
Al Murray's Landlord to stand as MP in same seat as UKIP Farage","NIGEL IN PUB FIGHT;
Al Murray's Landlord to stand as MP in same seat as UKIP Farage",0,1,0,1
"1121",1121,"UK","2017-12-04","The Daily Telegraph","Print","Migrants stuck in lorry survive on a diet of Belgian chocolates","Migrants stuck in lorry survive on a diet of Belgian chocolates",0,0,1,1
"1123",1123,"UK","2016-01-20","The Guardian","Print","Britain broke Iraq. We can't turn our back on its refugees;
The only justification for toppling Saddam Hussein was humanitarian - so Britain
has to help those fleeing the horror it created","Britain broke Iraq. We can't turn our back on its refugees;
The only justification for toppling Saddam Hussein was humanitarian - so Britain
has to help those fleeing the horror it created",0,0,0,0
"1126",1126,"UK","2002-06-06","The Daily Telegraph","Print","Briton living in refugee camp is held","Briton living in refugee camp is held",0,0,0,1
"1127",1127,"UK","2015-03-04","telegraph.co.uk","Online","Ukip will not set 'arbitrary' immigration targets, says Nigel Farage;
In Telegraph article, Ukip leader outlines plan to create migration control
commission amid growing disarray among senior Conservatives about whether to
introduce immigration targets","Ukip will not set 'arbitrary' immigration targets, says Nigel Farage;
In Telegraph article, Ukip leader outlines plan to create migration control
commission amid growing disarray among senior Conservatives about whether to
introduce immigration targets",0,1,0,0
"1131",1131,"UK","2004-03-09","The Guardian","Print","Ripping yarn: Throw out all the usual suspects, says detective","Ripping yarn: Throw out all the usual suspects, says detective",0,1,0,1
"1132",1132,"UK","2016-01-22","The Guardian","Print","Chinese rights campaigner disappears in Thailand;
Li Xin, who has not been heard from since boarding a train, is the latest of
Beijing's critics to go missing in a country that is China's ally","Chinese rights campaigner disappears in Thailand;
Li Xin, who has not been heard from since boarding a train, is the latest of
Beijing's critics to go missing in a country that is China's ally",0,0,0,1
"1140",1140,"UK","2017-08-15","The Daily Telegraph","Print","Easy win for Merkel, harder lesson for May;
The German leader shows that with self-examination and imagination the PM can
appeal to the young","Easy win for Merkel, harder lesson for May;
The German leader shows that with self-examination and imagination the PM can
appeal to the young",0,0,0,0
"1145",1145,"UK","2017-01-29","telegraph.co.uk","Online","EU summit: Another show of disunity looms as Europe's political elite fight to
keep union from tearing itself apart","EU summit: Another show of disunity looms as Europe's political elite fight to
keep union from tearing itself apart",0,0,0,1
"1147",1147,"UK","2008-01-05","The Daily Telegraph","Print","Fabio, welcome to the asylum of English football","Fabio, welcome to the asylum of English football",0,1,0,0
"1151",1151,"UK","2015-03-18","mirror.co.uk","Online","Vikings were NOT the sex-mad marauders we thought, new DNA study suggests;
Horny helmeted Norsemen may have a reputation as sex-mad plunderers but they
never left enough offspring to have done so in Britain according to DNA studies","Vikings were NOT the sex-mad marauders we thought, new DNA study suggests;
Horny helmeted Norsemen may have a reputation as sex-mad plunderers but they
never left enough offspring to have done so in Britain according to DNA studies",0,0,0,1
"1156",1156,"UK","2015-09-27","Daily Mirror","Print","'Love war victims'","'Love war victims'",0,0,1,0
"1163",1163,"UK","2008-03-21","The Guardian","Print","Hospital confirms first UK case of extreme drug-resistant tuberculosis: Glasgow
officials tracing Somali man's contacts: Epidemic unlikely but case highlights
disease's danger","Hospital confirms first UK case of extreme drug-resistant tuberculosis: Glasgow
officials tracing Somali man's contacts: Epidemic unlikely but case highlights
disease's danger",0,0,1,0
"1166",1166,"UK","2014-11-14","The Daily Telegraph","Print","50-50 chance we quit EU, says Major","50-50 chance we quit EU, says Major",1,1,1,0
"1170",1170,"UK","2015-12-24","The Daily Telegraph","Print","Christian values make Britain haven for all faiths, says Cameron","Christian values make Britain haven for all faiths, says Cameron",0,0,0,0
"1171",1171,"UK","2013-12-14","The Guardian","Print","Miliband ally: voters right to 'boot us out' in 2010","Miliband ally: voters right to 'boot us out' in 2010",0,0,0,0
"1172",1172,"UK","2011-07-27","The Daily Telegraph","Print","Camp still closed to Somali refugees;
World Bulletin","Camp still closed to Somali refugees;
World Bulletin",0,0,0,0
"1178",1178,"UK","2002-09-10","The Daily Telegraph","Print","Faith in crisis","Faith in crisis",0,1,0,0
"1179",1179,"UK","2016-05-02","The Guardian","Print","Everybody should get a taste of life as a waiter;
If people realised how badly serving staff are treated by the public and their
employers they might realise how unfair Zizzi's tips move is","Everybody should get a taste of life as a waiter;
If people realised how badly serving staff are treated by the public and their
employers they might realise how unfair Zizzi's tips move is",0,1,0,0
"1180",1180,"UK","2015-11-01","The Guardian","Print","Britain should be ashamed by the death of Alois Dvorzac;
The story of a sick, confused 84-year-old, who died in custody following
detention at Harmondsworth, highlights the cruelty of our inhumane immigration
system","Britain should be ashamed by the death of Alois Dvorzac;
The story of a sick, confused 84-year-old, who died in custody following
detention at Harmondsworth, highlights the cruelty of our inhumane immigration
system",0,0,1,1
"1182",1182,"UK","2001-10-25","The Guardian","Print","Boat people blame police for tragedy","Boat people blame police for tragedy",0,0,0,1
"1183",1183,"UK","2016-07-31","mirror.co.uk","Online","Priest in Belgium stabbed 'by asylum seeker in his own home after letting him in
to use shower';
Jos Vanderlee, 65, suffered injuries to his hands during a robbery in Lanaken,
Belgium, at around 2.40pm local time this afternoon","Priest in Belgium stabbed 'by asylum seeker in his own home after letting him in
to use shower';
Jos Vanderlee, 65, suffered injuries to his hands during a robbery in Lanaken,
Belgium, at around 2.40pm local time this afternoon",0,0,0,1
"1184",1184,"UK","2001-03-09","The Guardian","Print","Eurostar asylum seekers flee","Eurostar asylum seekers flee",0,0,0,1
"1186",1186,"UK","2017-10-09","The Daily Telegraph","Print","Refugees top policy agenda as Merkel tries to unite party","Refugees top policy agenda as Merkel tries to unite party",0,0,0,0
"1187",1187,"UK","2003-05-27","The Guardian","Print","Refugee sews up his lips, eyes and ears","Refugee sews up his lips, eyes and ears",0,0,1,1
"1188",1188,"UK","2008-06-04","The Daily Telegraph","Print","Worldstage The Poles are going home to do their own building work","Worldstage The Poles are going home to do their own building work",1,1,1,0
"1189",1189,"UK","2017-02-13","telegraph.co.uk","Online","Donald Trump maintains hard line on refugees as Justin Trudeau says he will not
'lecture' the US president","Donald Trump maintains hard line on refugees as Justin Trudeau says he will not
'lecture' the US president",0,0,0,0
"1190",1190,"UK","2014-04-25","telegraph.co.uk","Online","Face of Ukip is EU immigrant;
Builder out of work due to immigration in Ukip advert is 'hardworking' Irish
immigrant, party believes","Face of Ukip is EU immigrant;
Builder out of work due to immigration in Ukip advert is 'hardworking' Irish
immigrant, party believes",0,1,1,0
"1193",1193,"UK","2014-09-09","telegraph.co.uk","Online","Calais mayor 'may use British fences to block port';
Natacha Bouchart, the mayor of Calais, pokes fun at a British offer to send the
security fences used at last week's Nato summit to the French port to help stop
illegal immigrants trying to reach Britain","Calais mayor 'may use British fences to block port';
Natacha Bouchart, the mayor of Calais, pokes fun at a British offer to send the
security fences used at last week's Nato summit to the French port to help stop
illegal immigrants trying to reach Britain",1,0,1,1
"1196",1196,"UK","2015-10-29","The Guardian","Print","Coalition will not be 'bullied' on border protection, says Peter Dutton;
Immigration minister says Australia will not 'water down' policies despite
Amnesty International claims officials engaged in people smuggling","Coalition will not be 'bullied' on border protection, says Peter Dutton;
Immigration minister says Australia will not 'water down' policies despite
Amnesty International claims officials engaged in people smuggling",1,0,0,1
"1200",1200,"UK","2007-09-26","The Daily Telegraph","Print","Police guard at school in immigrant feud","Police guard at school in immigrant feud",0,1,1,1
"1201",1201,"UK","2015-07-24","telegraph.co.uk","Online","Hats the way to do it! Eyecatching headgear, in pictures;
Normally all discussions about billionaire presidential hopeful Donald Trump's
head are about his hair, but the businessman's barnet was trumped on his tour of
the Mexican border by his astonishing baseball cap. Instead of people discussing
issues surrounding immigration as he had hoped, the Twittersphere erupted with
chatter over his fashion faux-pas with his Make America Great Again! hat. Here
are some other hats from the archive that have turned heads.","Hats the way to do it! Eyecatching headgear, in pictures;
Normally all discussions about billionaire presidential hopeful Donald Trump's
head are about his hair, but the businessman's barnet was trumped on his tour of
the Mexican border by his astonishing baseball cap. Instead of people discussing
issues surrounding immigration as he had hoped, the Twittersphere erupted with
chatter over his fashion faux-pas with his Make America Great Again! hat. Here
are some other hats from the archive that have turned heads.",0,0,0,0
"1202",1202,"UK","2002-01-25","Daily Mirror","Print","ASYLUM SEEKER IN 50FT JUMP THREAT;
 MAN TRASHES FLAT THEN TELLS GARDAI: SEND ME UP A PINT","ASYLUM SEEKER IN 50FT JUMP THREAT;
 MAN TRASHES FLAT THEN TELLS GARDAI: SEND ME UP A PINT",0,0,1,1
"1203",1203,"UK","2012-08-15","The Daily Telegraph","Print","Illegal immigrant jailed for £47,000 benefit scam;
In Brief","Illegal immigrant jailed for £47,000 benefit scam;
In Brief",0,0,1,1
"1208",1208,"UK","2017-06-15","telegraph.co.uk","Online","'He survived Assad only to be killed in a tower block in London': First victim
of Grenfell fire is Syrian refugee Mohammed al-Haj Ali","'He survived Assad only to be killed in a tower block in London': First victim
of Grenfell fire is Syrian refugee Mohammed al-Haj Ali",0,0,1,0
"1211",1211,"UK","2013-09-26","The Daily Telegraph","Print","Sex education updated for the internet age;
Labour Party conference SCHOOLS","Sex education updated for the internet age;
Labour Party conference SCHOOLS",0,1,0,1
"1212",1212,"UK","2002-03-14","The Daily Telegraph","Print","Africans offered pounds 4m to take asylum seekers","Africans offered pounds 4m to take asylum seekers",1,0,0,0
"1214",1214,"UK","2016-10-07","mirror.co.uk","Online","Shameless Tory Amber Rudd slammed by her own BROTHER for 'appalling' attack on
foreign workers;
PR chief Roland Rudd slammed the Government following his sister's plan to force
firms to publish lists of all foreign staff","Shameless Tory Amber Rudd slammed by her own BROTHER for 'appalling' attack on
foreign workers;
PR chief Roland Rudd slammed the Government following his sister's plan to force
firms to publish lists of all foreign staff",1,1,0,0
"1215",1215,"UK","2016-12-23","The Daily Telegraph","Print","Obama scraps Muslim tracking system","Obama scraps Muslim tracking system",0,0,0,0
"1216",1216,"UK","2015-01-30","The Daily Telegraph","Print","Foreign-born voters could hold key to election","Foreign-born voters could hold key to election",0,0,0,0
"1217",1217,"UK","2009-05-16","The Guardian","Print","Saturday Review: FICTION: The lost: Stevie Davies applauds a sympathetic
portrayal of modern London's immigrant underclass: Hearts and Minds by Amanda
Craig 422pp, Little, Brown, £17.99","Saturday Review: FICTION: The lost: Stevie Davies applauds a sympathetic
portrayal of modern London's immigrant underclass: Hearts and Minds by Amanda
Craig 422pp, Little, Brown, £17.99",0,1,0,1
"1218",1218,"UK","2005-07-26","The Daily Telegraph","Print","Brazilian victim was here legally, insists Straw","Brazilian victim was here legally, insists Straw",0,1,1,1
"1222",1222,"UK","2011-10-25","telegraph.co.uk","Online","It's gloves off for Perry and Romney","It's gloves off for Perry and Romney",0,1,0,1
"1224",1224,"UK","2008-12-02","The Daily Telegraph","Print","Free phones for migrants","Free phones for migrants",0,0,1,1
"1225",1225,"UK","2005-01-25","The Guardian","Print","Howard stirs up migrant storm: UN and EU condemn plans as unworkable","Howard stirs up migrant storm: UN and EU condemn plans as unworkable",0,0,0,0
"1226",1226,"UK","2004-12-20","The Daily Telegraph","Print","Why I'll be voting in favour of the Identity Cards Bill","Why I'll be voting in favour of the Identity Cards Bill",0,0,0,1
"1227",1227,"UK","2016-09-22","The Guardian","Print","Code of race ethics proposed for parliament to counter rise of One Nation;
Exclusive: Labor weighs plan to invite parliamentarians to sign up to a set of
principles respecting diversity and truthfulness","Code of race ethics proposed for parliament to counter rise of One Nation;
Exclusive: Labor weighs plan to invite parliamentarians to sign up to a set of
principles respecting diversity and truthfulness",0,0,0,0
"1228",1228,"UK","2016-02-19","mirror.co.uk","Online","Labour facing meltdown with working class voters over mass immigration warns
Michael Dugher;
The MP - sacked by Jeremy Corbyn as Shadow Culture Secretary - launched a
broadside after the number of EU workers in Britain topped 2million","Labour facing meltdown with working class voters over mass immigration warns
Michael Dugher;
The MP - sacked by Jeremy Corbyn as Shadow Culture Secretary - launched a
broadside after the number of EU workers in Britain topped 2million",0,1,0,0
"1230",1230,"UK","2015-12-10","The Guardian","Print","Cameron fails to win support of Polish PM for his plan to change EU benefit
rules - Politics live;
Rolling coverage of all the day's political developments as they happen","Cameron fails to win support of Polish PM for his plan to change EU benefit
rules - Politics live;
Rolling coverage of all the day's political developments as they happen",0,1,1,0
"1231",1231,"UK","2009-09-18","The Daily Telegraph","Print","'Will she be fined just as we were?'","'Will she be fined just as we were?'",0,1,0,1
"1232",1232,"UK","2017-10-23","The Guardian","Print","UK plan to register EU citizens would be illegal, say MEPs;
Britain will have to register 'everyone or no one' in Brexit transition, says
cross-party group after Amber Rudd outlines plans","UK plan to register EU citizens would be illegal, say MEPs;
Britain will have to register 'everyone or no one' in Brexit transition, says
cross-party group after Amber Rudd outlines plans",1,0,0,0
"1236",1236,"UK","2011-11-22","telegraph.co.uk","Online","Immigration Q&A;
Ministers have decided to keep the points-based system, which was introduced by
Labour in 2008, but are making the criteria much tougher.","Immigration Q&A;
Ministers have decided to keep the points-based system, which was introduced by
Labour in 2008, but are making the criteria much tougher.",1,1,1,0
"1238",1238,"UK","2007-06-07","The Guardian","Print","Comment & Debate: Comment is free at the G8 summit: The German police will not
intimidate us","Comment & Debate: Comment is free at the G8 summit: The German police will not
intimidate us",0,0,0,1
"1241",1241,"UK","2017-09-21","telegraph.co.uk","Online","Theresa May's Brexit speech in Florence- what to expect, and how the EU will
react","Theresa May's Brexit speech in Florence- what to expect, and how the EU will
react",0,0,0,0
"1243",1243,"UK","2014-03-14","telegraph.co.uk","Online","Britons 'would need passport to visit an independent Scotland';
Theresa May, the Home Secretary, says border controls would be created between
England and Scotland under Alex Salmond's independence blueprint","Britons 'would need passport to visit an independent Scotland';
Theresa May, the Home Secretary, says border controls would be created between
England and Scotland under Alex Salmond's independence blueprint",0,1,0,0
"1247",1247,"UK","2006-04-17","The Guardian","Print","BNP 'needs 5% swing to win 70 council seats': White working class losing faith
in Labour, says MP: Party strongest in London, Yorkshire and Lancashire","BNP 'needs 5% swing to win 70 council seats': White working class losing faith
in Labour, says MP: Party strongest in London, Yorkshire and Lancashire",1,0,1,0
"1251",1251,"UK","2016-05-28","The Daily Telegraph","Print","Gentler touch as EU rivals seek rural vote;
Europe 2016 ; David Cameron vows to drop personal attacks for last 30 days of EU
referendum campaign","Gentler touch as EU rivals seek rural vote;
Europe 2016 ; David Cameron vows to drop personal attacks for last 30 days of EU
referendum campaign",1,1,0,0
"1254",1254,"UK","2012-08-30","telegraph.co.uk","Online","Student visas - the Government continues to do the right thing over immigration","Student visas - the Government continues to do the right thing over immigration",1,0,1,0
"1256",1256,"UK","2011-06-21","The Guardian","Print","Roman refugee camp for fleeing natives found near Hadrian's Wall","Roman refugee camp for fleeing natives found near Hadrian's Wall",0,0,0,0
"1257",1257,"UK","2004-06-20","Daily Mirror","Print","END OF THE LINE;
 FIFTY-SEVEN IRISH NAVVIES WERE BURIED HERE 170 YEARS AGO, ALLEGEDLY","END OF THE LINE;
 FIFTY-SEVEN IRISH NAVVIES WERE BURIED HERE 170 YEARS AGO, ALLEGEDLY",0,1,0,0
"1261",1261,"UK","2008-05-08","The Daily Telegraph","Print","Foreign criminals work at airports unchecked","Foreign criminals work at airports unchecked",1,1,0,1
"1262",1262,"UK","2015-09-11","mirror.co.uk","Online","Enquiry launched after cops hurl food at hungry refugees - but officials are
already making excuses;
The shocking footage taken at a cramped holding camp on the border of Hungary
and Austria showed police in hygeine masks throwing food at the desperate crowd","Enquiry launched after cops hurl food at hungry refugees - but officials are
already making excuses;
The shocking footage taken at a cramped holding camp on the border of Hungary
and Austria showed police in hygeine masks throwing food at the desperate crowd",1,0,0,1
