text,polarity,id,polarity_nb,polarity_svm,polarity_gpt
"call me a cynic , but there's something awfully deadly about any movie with a life-affirming message .",negative,8435,negative,negative,2
"will undoubtedly play well in european markets , where mr . besson is a brand name , and in asia , where ms . shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .",negative,8447,positive,negative,2
"the script's judgment and sense of weight is way , way off .",negative,8450,negative,negative,2
a derivative collection of horror and sci-fi cliches .,negative,8453,negative,negative,2
"the redeeming feature of chan's films has always been the action , but the stunts in the tuxedo seem tired and , what's worse , routine .",negative,8458,negative,negative,2
has all the scenic appeal of a cesspool .,negative,8460,negative,positive,2
the balkans provide the obstacle course for the love of a good woman .,negative,8463,positive,positive,1
"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .",negative,8468,negative,negative,2
this is more a case of 'sacre bleu ! ' than 'magnifique' .,negative,8472,positive,positive,2
"the kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; their parents , wise folks that they are , read books .",negative,8473,negative,negative,2
whether jason x is this bad on purpose is never clear . but one thing's for sure : it never comes close to being either funny or scary .,negative,8474,negative,negative,2
yet another weepy southern bore-athon .,negative,8475,positive,negative,2
"except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made .",negative,8478,negative,positive,2
"reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .",negative,8490,negative,negative,1
"for a story set at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed 'surprises . '",negative,8497,negative,negative,2
it all seemed wasted like deniro's once promising career and the once grand long beach boardwalk .,negative,8502,negative,negative,2
"just entertaining enough not to hate , too mediocre to love .",negative,8505,negative,negative,2
"equilibrium the movie , as opposed to the manifesto , is really , really stupid .",negative,8507,negative,negative,2
the film's thoroughly recycled plot and tiresome jokes . . . drag the movie down .,negative,8509,negative,negative,2
"though impostor deviously adopts the guise of a modern motion picture , it too is a bomb .",negative,8512,negative,negative,2
"cox offers plenty of glimpses at existing photos , but there are no movies of nijinsky , so instead the director treats us to an aimless hodgepodge .",negative,8513,positive,positive,2
"when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you'd have a hard time believing it was just coincidence .",negative,8515,negative,negative,2
"hardman is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast .",negative,8525,negative,positive,2
"a serious movie with serious ideas . but seriously , folks , it doesn't work .",negative,8528,negative,negative,2
"even if you're an elvis person , you won't find anything to get excited about on this dvd .",negative,8534,negative,negative,2
it's bedeviled by labored writing and slack direction .,negative,8536,negative,positive,2
"obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential .",negative,8540,negative,negative,2
the good thing -- the only good thing -- about extreme ops is that it's so inane that it gave me plenty of time to ponder my thanksgiving to-do list .,negative,8546,negative,negative,1
the troubling thing about clockstoppers is that it doesn't make any sense .,negative,8552,negative,negative,2
mostly the film is just hectic and homiletic : two parts exhausting men in black mayhem to one part family values .,negative,8554,positive,positive,2
"kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .",negative,8555,negative,negative,2
"the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .",negative,8561,negative,negative,2
"for all the time we spend with these people , we never really get inside of them .",negative,8564,negative,positive,2
an undistinguished attempt to make a classic theater piece cinematic .,negative,8567,negative,negative,2
there is simply not enough of interest onscreen to sustain its seventy-minute running time .,negative,8569,negative,negative,2
"sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman can't save it .",negative,8578,negative,negative,2
"i realized that no matter how fantastic reign of fire looked , its story was making no sense at all .",negative,8579,positive,positive,2
it made me realize that we really haven't had a good cheesy b-movie playing in theaters since . . . well . . . since last week's reign of fire .,negative,8580,negative,negative,1
"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple doesn't mean you have to check your brain at the door . the same should go for movie theaters .",negative,8588,positive,negative,1
"seemingly a vehicle to showcase the canadian's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr . drew barrymore .",negative,8589,negative,negative,2
"la cinta comienza intentando ser un drama , r�pidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",negative,8592,positive,negative,2
"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",negative,8596,negative,positive,1
"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour .",negative,8599,negative,negative,2
nothing more than a run-of-the-mill action flick .,negative,8608,negative,negative,2
"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have .",negative,8611,negative,positive,2
"much like robin williams , death to smoochy has already reached its expiration date .",negative,8612,negative,negative,2
an annoying orgy of excess and exploitation that has no point and goes nowhere .,negative,8613,negative,negative,2
it bites hard .,negative,8618,negative,negative,2
ear-splitting exercise in formula crash-and-bash action .,negative,8619,negative,negative,2
"like showgirls and glitter , the most entertaining moments here are unintentional .",negative,8625,negative,negative,2
"the origin story is well told , and the characters will not disappoint anyone who values the original comic books . it's in the action scenes that things fall apart .",negative,8627,negative,negative,2
"seagal , who looks more like danny aiello these days , mumbles his way through the movie .",negative,8629,negative,negative,2
lacks dramatic punch and depth .,negative,8631,negative,negative,2
no amount of good acting is enough to save oleander's uninspired story .,negative,8642,negative,negative,2
"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . '",negative,8643,negative,negative,2
"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break .",negative,8645,negative,negative,2
"unofficially , national lampoon's van wilder is son of animal house . officially , it is twice as bestial but half as funny .",negative,8653,positive,positive,2
control-alt-delete simone as quickly as possible,negative,8660,negative,negative,2
"the filmmaker ascends , literally , to the olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster .",negative,8662,positive,positive,2
has lost some of the dramatic conviction that underlies the best of comedies . . .,negative,8664,positive,positive,2
the film virtually chokes on its own self-consciousness .,negative,8670,negative,negative,2
"everything in maid in manhattan is exceedingly pleasant , designed not to offend . it goes down easy , leaving virtually no aftertaste .",negative,8672,negative,negative,1
"the good is very , very good . . . the rest runs from mildly unimpressive to despairingly awful .",negative,8682,negative,negative,2
a limp eddie murphy vehicle that even he seems embarrassed to be part of .,negative,8687,negative,negative,2
"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest 'tron' anderson , seems entirely improvised .",negative,8700,negative,positive,2
"to the vast majority of more casual filmgoers , it will probably be a talky bore .",negative,8704,negative,negative,2
"with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man's monster movie .",negative,8708,negative,negative,1
"the documentary is much too conventional -- lots of boring talking heads , etc . -- to do the subject matter justice .",negative,8714,negative,negative,2
needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism .,negative,8732,positive,positive,2
disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,negative,8737,negative,positive,2
should have been worth cheering as a breakthrough but is devoid of wit and humor .,negative,8747,negative,positive,2
"o �timo esfor�o do diretor acaba sendo frustrado pelo roteiro , que , depois de levar um bom tempo para colocar a trama em andamento , perde-se de vez a partir do instante em que os estranhos acontecimentos s�o explicados .",negative,8751,positive,negative,2
"finally coming down off of miramax's deep shelves after a couple of aborted attempts , waking up in reno makes a strong case for letting sleeping dogs lie .",negative,8753,negative,negative,2
"the script is a disaster , with cloying messages and irksome characters .",negative,8763,negative,negative,2
"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",negative,8771,negative,negative,2
the plot meanders from gripping to plodding and back .,negative,8772,negative,negative,2
the concept is a hoot . the trailer is a riot . the movie is a dud .,negative,8791,negative,negative,2
"it's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .",negative,8792,negative,negative,1
"i can't remember the last time i saw an audience laugh so much during a movie , but there's only one problem�it's supposed to be a drama .",negative,8810,negative,negative,2
"well , jason's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , don't shoot the messenger ) .",negative,8812,negative,negative,2
"tom shadyac has learned a bit more craft since directing adams , but he still lingers over every point until the slowest viewer grasps it .",negative,8828,negative,negative,2
"like an afterschool special with costumes by gianni versace , mad love looks better than it feels .",negative,8834,negative,negative,2
"there are some laughs in this movie , but williams' anarchy gets tiresome , the satire is weak .",negative,8844,negative,negative,2
the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment .,negative,8847,negative,negative,2
this strenuously unfunny showtime deserves the hook .,negative,8850,negative,negative,2
"with rare birds , as with the shipping news before it , an attempt is made to transplant a hollywood star into newfoundland's wild soil -- and the rock once again resists the intrusion .",negative,8856,positive,negative,2
less about shakespeare than the spawn of fools who saw quentin tarantino's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .,negative,8866,negative,negative,2
"the film is like sitting in a downtown caf� , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",negative,8867,negative,negative,2
"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .",negative,8871,negative,negative,2
technically and artistically inept .,negative,8876,negative,negative,2
"this is a third-person story now , told by hollywood , and much more ordinary for it .",negative,8887,negative,negative,2
"written , flatly , by david kendall and directed , barely , by there's something about mary co-writer ed decter .",negative,8889,negative,negative,2
"the question hanging over the time machine is not , as the main character suggests , 'what if ? ' but rather , 'how can you charge money for this ? '",negative,8894,negative,negative,2
"in this film , aussie david caesar channels the not-quite-dead career of guy ritchie .",negative,8899,negative,negative,2
it's just plain boring .,negative,8911,negative,negative,2
"sad nonsense , this . but not without cheesy fun factor .",negative,8912,negative,positive,2
a half-assed film .,negative,8916,positive,negative,2
"while the transgressive trappings ( especially the frank sex scenes ) ensure that the film is never dull , rodrigues's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .",negative,8918,negative,negative,2
"reyes' directorial debut has good things to offer , but ultimately it's undone by a sloppy script",negative,8922,negative,negative,2
"fails to satisfactorily exploit its gender politics , genre thrills or inherent humor .",negative,8929,positive,positive,2
"cacoyannis' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",negative,8931,positive,positive,2
"nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams .",negative,8945,negative,negative,2
guilty of the worst sin of attributable to a movie like this : it's not scary in the slightest .,negative,8948,negative,negative,2
"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that's enough to sustain laughs . . .",negative,8949,negative,negative,2
"it's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting .",negative,8956,negative,negative,2
"sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?",negative,8959,negative,positive,2
"this is for the most part a useless movie , even with a great director at the helm .",negative,8961,negative,negative,2
"a loud , witless mess that has none of the charm and little of the intrigue from the tv series .",negative,8962,negative,negative,2
handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .,negative,8985,positive,positive,2
wins my vote for 'the 2002 enemy of cinema' award .,negative,8996,positive,positive,2
"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .",negative,8997,positive,positive,2
"after the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .",negative,9003,negative,positive,2
a crude teen-oriented variation on a theme that the playwright craig lucas explored with infinitely more grace and eloquence in his prelude to a kiss .,negative,9007,positive,positive,2
"the film's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments .",negative,9008,positive,negative,2
"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '",negative,9011,negative,negative,2
plays like a checklist of everything rob reiner and his cast were sending up .,negative,9013,negative,positive,2
"there's too much forced drama in this wildly uneven movie , about a young man's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .",negative,9014,negative,negative,2
"all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .",negative,9016,negative,negative,2
troll the cult section of your local video store for the real deal .,negative,9019,negative,negative,1
"it's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny .",negative,9022,negative,positive,2
"while howard's appreciation of brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through were it not for the supporting cast .",negative,9030,negative,negative,2
"go , girls , right down the reality drain .",negative,9032,negative,negative,2
"the film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .",negative,9037,negative,negative,2
why would anyone cast the magnificent jackie chan in a movie full of stunt doubles and special effects ?,negative,9046,negative,positive,2
"unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .",negative,9048,negative,negative,2
"a lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .",negative,9056,negative,negative,2
"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",negative,9058,negative,negative,2
"shows that jackie chan is getting older , and that's something i would rather live in denial about",negative,9059,negative,negative,2
"alas , the black-and-white archival footage of their act showcases pretty mediocre shtick .",negative,9061,negative,negative,2
"with an unusual protagonist ( a kilt-wearing jackson ) and subject matter , the improbable "" formula 51 "" is somewhat entertaining , but it could have been much stronger .",negative,9072,positive,positive,2
"just consider what new best friend does not have , beginning with the minor omission of a screenplay .",negative,9083,positive,positive,2
five screenwriters are credited with the clich�-laden screenplay ; it seems as if each watered down the version of the one before .,negative,9097,negative,negative,2
the whole thing comes off like a particularly amateurish episode of bewitched that takes place during spring break .,negative,9098,negative,negative,2
"ken russell would love this . in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino's climactic shootout � and meat loaf explodes .",negative,9107,negative,positive,1
"it is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",negative,9121,positive,positive,2
the sweetest thing leaves an awful sour taste .,negative,9122,negative,negative,2
the story has little wit and no surprises .,negative,9131,positive,positive,2
"a quaint , romanticized rendering .",negative,9148,positive,positive,1
"what with the incessant lounge music playing in the film's background , you may mistake love liza for an adam sandler chanukah song .",negative,9149,negative,positive,2
"squandering his opportunity to make absurdist observations , burns gets caught up in the rush of slapstick thoroughfare .",negative,9170,negative,negative,2
"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",negative,9173,negative,negative,2
a movie that harps on media-constructed 'issues' like whether compromise is the death of self� this orgasm [won't be an] exceedingly memorable one for most people .,negative,9182,positive,positive,2
i haven't seen such self-amused trash since freddy got fingered .,negative,9186,negative,negative,2
"rob schneider's infantile cross-dressing routines fill the hot chick , the latest gimmick from this unimaginative comedian .",negative,9188,negative,negative,2
how i killed my father is one of those art house films that makes you feel like you're watching an iceberg melt -- only it never melts .,negative,9195,positive,positive,2
"when it comes to the battle of hollywood vs . woo , it looks like woo's a p . o . w .",negative,9196,negative,negative,2
"it's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",negative,9199,negative,positive,2
[seems] even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .,negative,9204,negative,negative,2
"it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . unfortunately , that's precisely what arthur dong's family fundamentals does .",negative,9212,positive,negative,2
has the marks of a septuagenarian ; it's a crusty treatment of a clever gimmick .,negative,9213,positive,negative,2
"like a medium-grade network sitcom--mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .",negative,9214,negative,negative,2
"in the end , the film feels homogenized and a bit contrived , as if we're looking back at a tattered and ugly past with rose-tinted glasses .",negative,9217,negative,negative,2
"plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing the scorpion king .",negative,9224,positive,positive,2
"whatever the movie's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes .",negative,9226,negative,positive,2
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",negative,9227,negative,negative,2
"i enjoyed the movie in a superficial way , while never sure what its purpose was .",negative,9229,negative,negative,2
"like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",negative,9244,negative,negative,2
"i was trying to decide what annoyed me most about god is great . . . i'm not , and then i realized that i just didn't care .",negative,9248,negative,negative,2
derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,negative,9249,negative,negative,2
. . . comes alive only when it switches gears to the sentimental .,negative,9251,negative,negative,1
"to me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",negative,9254,negative,negative,2
"how can such a cold movie claim to express warmth and longing ? in truth , it has all the heart of a porno flick ( but none of the sheer lust ) .",negative,9259,negative,negative,2
the problem with all of this : it's not really funny .,negative,9262,negative,negative,2
"wanders all over the map thematically and stylistically , and borrows heavily from lynch , jeunet , and von trier while failing to find a spark of its own .",negative,9264,positive,negative,2
viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some freudian puppet .,negative,9265,positive,negative,2
"writer-director walter hill and co-writer david giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",negative,9272,negative,negative,2
"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",negative,9273,negative,negative,2
"choppy , overlong documentary about 'the lifestyle . '",negative,9284,negative,negative,2
"a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",negative,9286,negative,negative,2
"it's a hellish , numbing experience to watch , and it doesn't offer any insights that haven't been thoroughly debated in the media already , back in the dahmer heyday of the mid-'90s .",negative,9289,negative,negative,2
"each scene drags , underscoring the obvious , and sentiment is slathered on top .",negative,9292,negative,negative,2
"nair just doesn't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .",negative,9295,negative,negative,2
what starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers .,negative,9299,negative,negative,2
solondz may well be the only one laughing at his own joke,negative,9302,negative,positive,2
"stitch is a bad mannered , ugly and destructive little * * * * . no cute factor here� . not that i mind ugly ; the problem is he has no character , loveable or otherwise .",negative,9303,negative,positive,2
"while this film has an 'a' list cast and some strong supporting players , the tale -- like its central figure , vivi -- is just a little bit hard to love .",negative,9311,negative,negative,2
"for all the complications , it's all surprisingly predictable .",negative,9319,negative,negative,1
"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons � a retread story , bad writing , and the same old silliness .",negative,9324,negative,negative,2
tends to plod .,negative,9326,negative,negative,2
gorgeous to look at but insufferably tedious and turgid . . . a curiously constricted epic .,negative,9328,negative,negative,2
an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .,negative,9333,positive,positive,2
a prolonged extrusion of psychopathic pulp .,negative,9334,negative,negative,2
it's surprisingly bland despite the heavy doses of weird performances and direction .,negative,9336,negative,negative,2
"the characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",negative,9338,negative,negative,2
plays like a bad blend of an overripe episode of tv's dawson's creek and a recycled and dumbed-down version of love story .,negative,9353,negative,negative,2
"unless you come in to the film with a skateboard under your arm , you're going to feel like you weren't invited to the party .",negative,9354,negative,negative,2
"when the casting call for this movie went out , it must have read 'seeking anyone with acting ambition but no sense of pride or shame . '",negative,9355,negative,positive,2
[siegel] and co-writers lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie .,negative,9358,negative,negative,2
"the problem with the bread , my sweet is that it's far too sentimental .",negative,9371,negative,negative,2
"it is so earnest , so overwrought and so wildly implausible that it begs to be parodied .",negative,9381,negative,negative,2
"writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .",negative,9388,negative,negative,2
"director-chef gabriele muccino keeps it fast -- zippy , comin' at ya -- as if fearing that his film is molto superficiale .",negative,9394,positive,positive,2
"tartakovsky's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",negative,9395,negative,positive,2
"like a three-ring circus , there are side stories aplenty -- none of them memorable .",negative,9398,positive,positive,2
you may be galled that you've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,negative,9403,negative,negative,2
"it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments .",negative,9404,negative,negative,1
"worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",negative,9408,positive,negative,2
"it's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .",negative,9411,positive,positive,2
"i didn't find much fascination in the swinging . what they're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge . but that they are doing it is thought-provoking .",negative,9413,positive,positive,2
"releasing a film with the word 'dog' in its title in january lends itself to easy jokes and insults , and snow dogs deserves every single one of them .",negative,9417,negative,negative,2
tedious norwegian offering which somehow snagged an oscar nomination .,negative,9418,positive,positive,2
it was a dark and stormy night . . .,negative,9419,negative,negative,2
aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,negative,9426,negative,negative,1
what starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,negative,9427,negative,negative,2
. . . a confusing drudgery .,negative,9434,negative,negative,2
"costner's warm-milk persona is just as ill-fitting as shadyac's perfunctory directing chops , and some of the more overtly silly dialogue would sink laurence olivier .",negative,9437,negative,negative,2
"neither a rousing success nor a blinding embarrassment . still , it just sits there like a side dish no one ordered .",negative,9451,negative,negative,2
"the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) .",negative,9452,negative,positive,2
it recycles every clich� about gays in what is essentially an extended soap opera .,negative,9455,negative,negative,2
cherish is a dud -- a romantic comedy that's not the least bit romantic and only mildly funny .,negative,9462,negative,negative,2
"nelson's intentions are good , but the end result does no justice to the story itself . it's horribly depressing and not very well done .",negative,9474,negative,negative,2
isn't it a bit early in his career for director barry sonnenfeld to do a homage to himself ? and it's a lousy one at that .,negative,9477,negative,negative,2
writer-director ritchie reduces wertmuller's social mores and politics to tiresome jargon .,negative,9480,negative,negative,2
it isn't that stealing harvard is a horrible movie�if only it were that grand a failure ! it's just that it's so not-at-all-good . and i expect much more from a talent as outstanding as director bruce mcculloch .,negative,9498,negative,negative,2
dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,negative,9499,negative,negative,2
"the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer's secondhand material .",negative,9502,negative,negative,2
staggers between flaccid satire and what is supposed to be madcap farce .,negative,9504,negative,negative,2
displays the potential for a better movie than what bailly manages to deliver,negative,9511,positive,positive,2
"ritchie's film is easier to swallow than wertmuller's polemical allegory , but it's self-defeatingly decorous .",negative,9516,negative,negative,2
even murphy's expert comic timing and famed charisma can't rescue this effort .,negative,9520,positive,negative,2
"a movie that's held captive by mediocrity . not bad , but not all that good . bacon keeps things interesting , but don't go out of your way to pay full price .",negative,9528,negative,positive,2
"what's next ? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story ? david spade as citizen kane ?",negative,9529,negative,negative,1
"on its icy face , the new film is a subzero version of monsters , inc . , without the latter's imagination , visual charm or texture .",negative,9534,positive,positive,2
it's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex .,negative,9536,negative,negative,2
it's a barely tolerable slog over well-trod ground .,negative,9544,negative,negative,2
"a dull , dumb and derivative horror film .",negative,9547,negative,negative,2
. . . built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids .,negative,9555,negative,negative,2
"a laughable -- or rather , unlaughable -- excuse for a film .",negative,9556,negative,negative,2
a little objectivity could have gone a long way .,negative,9563,negative,negative,2
"i believe silberling had the best intentions here , but he just doesn't have the restraint to fully realize them .",negative,9565,positive,negative,2
plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood .,negative,9566,positive,positive,2
mctiernan's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious .,negative,9567,negative,negative,2
"high crimes carries almost no organic intrigue as a government/ marine/legal mystery , and that's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",negative,9568,positive,negative,2
an incredibly irritating comedy about thoroughly vacuous people . . . manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .,negative,9572,negative,positive,2
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,negative,9575,negative,negative,2
"'linklater fans , or pretentious types who want to appear avant-garde will suck up to this project . . . '",negative,9581,negative,negative,2
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai's vaunted empathy .",negative,9582,negative,negative,2
"like its title character , esther kahn is unusual but unfortunately also irritating .",negative,9586,negative,negative,2
"things really get weird , though not particularly scary : the movie is all portent and no content .",negative,9596,negative,negative,2
"bogs down badly as we absorb jia's moody , bad-boy behavior which he portrays himself in a one-note performance .",negative,9598,positive,negative,2
[gayton's script] telegraphs every discovery and layers on the gloss of convenience .,negative,9606,negative,negative,2
"has its moments , but it's pretty far from a treasure .",negative,9615,positive,positive,2
"instead of letting the laughs come as they may , lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .",negative,9619,negative,negative,2
"we can't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie . unfortunately , we'd prefer a simple misfire .",negative,9630,negative,negative,2
"smug , artificial , ill-constructed and fatally overlong . . . it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera .",negative,9637,negative,negative,2
chelsea walls is a case of too many chefs fussing over too weak a recipe .,negative,9638,negative,negative,2
a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .,negative,9646,positive,positive,2
"an acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it's unlikely to inspire anything more than a visit to mcdonald's , let alone some savvy street activism .",negative,9649,positive,positive,2
"watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when carol kane appears on the screen .",negative,9655,positive,negative,2
more a gunfest than a rock concert .,negative,9660,positive,positive,2
"it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",negative,9661,negative,positive,2
so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy .,negative,9674,negative,negative,2
""" feardotcom "" has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker .",negative,9685,negative,negative,2
"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .",negative,9697,negative,negative,2
the most surprising thing about this film is that they are actually releasing it into theaters .,negative,9702,negative,negative,2
". . . has its moments , but ultimately , its curmudgeon doesn't quite make the cut of being placed on any list of favorites .",negative,9706,negative,negative,2
rather less than the sum of its underventilated p�re-fils confrontations .,negative,9710,negative,negative,2
will no doubt delight plympton's legion of fans ; others may find 80 minutes of these shenanigans exhausting .,negative,9725,negative,negative,2
"for a film that celebrates radical , nonconformist values , what to do in case of fire ? lazily and glumly settles into a most traditional , reserved kind of filmmaking .",negative,9727,negative,negative,2
"holland lets things peter out midway , but it's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .",negative,9731,negative,negative,1
an impenetrable and insufferable ball of pseudo-philosophic twaddle .,negative,9734,negative,negative,2
